Name,Basename,Release Date,Age Rating,Single Player,Multi Player,Franchise
Crash & Spyro Superpack,crash-amp-spyro-superpack,00/00/2005,,,,
Batman: A Telltale Game Series,batman-a-telltale-game-series,00/00/2016,,,,
The Ball,the-ball,25/10/2010,ESRB-T,1,0,
Thunderstrike 2,thunderstrike-2,00/00/1995,,,,
Eldritch,eldritch,20/10/2013,,1,0,
Dreamfall Chapters,dreamfall-chapters,20/10/2014,ESRB-M,1,0,
Warriors: Legends of Troy,warriors-legends-of-troy,07/03/2011,ESRB-M,1,0,
Jeep Thrills,jeep-thrills,04/08/2008,ESRB-E,1,1,
Super Real Mahjong P V,super-real-mahjong-p-v,00/00/1995,,,,
The Adventures of Jimmy Neutron Boy Genius: Game Boy Advance Video Volume 1,the-adventures-of-jimmy-neutron-boy-genius-game-boy-advance-video-volume-1,00/00/2004,,,,
Face Training,face-training,00/00/2010,,,,
Penguin no Mondai X: Tenkuu no 7 Senshi,penguin-no-mondai-x-tenkuu-no-7-senshi,00/00/2009,,,,
The Scorpion King: Sword of Osiris,the-scorpion-king-sword-of-osiris,30/04/2002,,,,
Bubsy 3D,bubsy-3d,25/11/1996,ESRB-E,1,0,
Mathews Bowhunting,mathews-bowhunting,25/11/2010,,,,
The Surge,the-surge,15/05/2017,ESRB-M,1,0,
Hydrophobia Prophecy,hydrophobia-prophecy,28/09/2010,PEGI-16,1,0,
Fran Bow,fran-bow,26/08/2015,,1,0,
NCAA Final Four 2001,ncaa-final-four-2001,01/12/2000,,,,
Half-Minute Hero,half-minute-hero,27/05/2009,,,,
Robin Hood: Defender of the Crown,robin-hood-defender-of-the-crown,05/10/2003,ESRB-T,1,0,Robin Hood
SD Gundam GX,sd-gundam-gx,26/06/1994,,,,
R-Type Final,r-type-final,02/02/2004,ESRB-E,,,
1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),1-2-3-kick-it-drop-that-beat-like-an-ugly-baby,00/00/2011,,,,
Jackie Chan Adventures: Legend of the Dark Hand,jackie-chan-adventures-legend-of-the-dark-hand,05/11/2001,ESRB-E,1,0,
Sega GT 2002,sega-gt-2002,01/09/2002,ESRB-E,1,1,
Ty the Tasmanian Tiger 3: Night of the Quinkan,ty-the-tasmanian-tiger-3-night-of-the-quinkan,10/10/2005,ESRB-E10,1,1,
Disney's Meet the Robinsons,disneys-meet-the-robinsons,26/03/2007,ESRB-E10,1,0,Meet the Robinsons
Samurai Warriors 2 Empires,samurai-warriors-2-empires,15/11/2006,ESRB-T,1,1,
Saw II: Flesh & Blood,saw-ii-flesh-amp-blood,00/00/2010,,,,
J-League Pro Soccer Club o Tsukurou! 5,j-league-pro-soccer-club-o-tsukurou-5,00/00/2007,,,,
Little Battlers eXperience W,little-battlers-experience-w,00/00/2012,,,,
Camping Mama: Outdoor Adventures,camping-mama-outdoor-adventures,12/10/2011,,,,
Daigasso! Band Brothers P,daigasso-band-brothers-p,13/11/2013,,1,1,
La Pucelle Tactics,la-pucelle-tactics,30/01/2002,,1,0,
Hot Wheels Battle Force 5,hot-wheels-battle-force-5,09/11/2009,ESRB-E10,1,1,Hot Wheels
Hidden Mysteries: Vampire Secrets,hidden-mysteries-vampire-secrets,06/07/2010,,1,0,
Battle of Giants: Dinosaurs Strike,battle-of-giants-dinosaurs-strike,00/00/2010,,,,
Star Wars: The Clone Wars & Tetris Worlds,star-wars-the-clone-wars-amp-tetris-worlds,00/00/2003,,,,
The Bee Game,the-bee-game,04/12/2007,ESRB-E,,,
Happy Cooking,happy-cooking,00/00/2008,,,,
EverQuest Online Adventures: Frontiers,everquest-online-adventures-frontiers,17/12/2003,ESRB-T,0,1,
Imagine: Babyz Fashion,imagine-babyz-fashion,02/11/2009,ESRB-E,1,0,
Go Play Lumberjacks,go-play-lumberjacks,08/07/2009,ESRB-E,,,
Phantasy Star Online Ver. 2,phantasy-star-online-ver-2,06/06/2001,ESRB-T,1,1,
Treasures of the Deep,treasures-of-the-deep,30/09/1997,,1,1,
Ninja Gaiden 3: Razor's Edge,ninja-gaiden-3-razors-edge,00/00/2012,,,,
Samurai Warriors: State of War,samurai-warriors-state-of-war,07/12/2005,ESRB-T,1,1,
Dragon Blade: Wrath of Fire,dragon-blade-wrath-of-fire,24/09/2007,ESRB-T,1,0,
Fight Club,fight-club,15/11/2004,ESRB-M,1,1,
Remington Super Slam Hunting: North America,remington-super-slam-hunting-north-america,08/12/2010,,,,
Arcania: Gothic 4,arcania-gothic-4,11/10/2010,ESRB-T,1,0,
The Munchables,the-munchables,26/05/2009,ESRB-E,1,0,
Active Health with Carol Vorderman,active-health-with-carol-vorderman,00/00/2009,PEGI-3,,,
Dance Dance Revolution: Disney Grooves,dance-dance-revolution-disney-grooves,01/05/2009,ESRB-E,1,1,
Valhalla Knights 3,valhalla-knights-3,22/05/2013,,,,
The Incredible Adventures of Van Helsing: Final Cut,the-incredible-adventures-of-van-helsing-final-cut,06/10/2015,,1,1,
Harvest Moon: A Wonderful Life Special Edition,harvest-moon-a-wonderful-life-special-edition,10/11/2004,ESRB-E,1,0,
Sports Illustrated for Kids: Football,sports-illustrated-for-kids-football,30/08/2003,ESRB-E,1,0,
Senran Kagura: Estival Versus,senran-kagura-estival-versus,25/03/2015,,1,1,
Superflight,superflight,08/11/2017,,1,0,
Close Combat: First to Fight,close-combat-first-to-fight,05/04/2005,ESRB-T,1,0,
Mahjong: Journey Quest for Tikal,mahjong-journey-quest-for-tikal,00/00/2010,,,,
Shape Up,shape-up,10/11/2014,ESRB-E,0,1,
Indiana Jones and the Emperor's Tomb,indiana-jones-and-the-emperors-tomb,00/00/2003,,,,
Buffy the Vampire Slayer: Chaos Bleeds,buffy-the-vampire-slayer-chaos-bleeds,26/08/2003,ESRB-T,1,1,Buffy the Vampire Slayer
Reel Fishing II,reel-fishing-ii,13/07/2000,,,,
PlayStation Move Heroes,playstation-move-heroes,21/03/2011,PEGI-12,,,
What Remains of Edith Finch,what-remains-of-edith-finch,24/04/2017,ESRB-T,1,0,
Sacred 3,sacred-3,31/07/2014,ESRB-M,1,1,
Driving Emotion Type-S,driving-emotion-type-s,28/02/2001,ESRB-E,,,
Jewel Master: Cradle of Athena,jewel-master-cradle-of-athena,27/10/2010,,,,
Siren,siren,05/11/2003,PEGI-16,1,0,
Disgaea DS,disgaea-ds,25/06/2008,ESRB-T,1,0,
Dinosaur King,dinosaur-king,22/10/2008,ESRB-E,,,
Super Robot Taisen J,super-robot-taisen-j,14/10/2005,,,,
Breach & Clear,breach-amp-clear,00/00/2005,,,,
Melissa K. and the Heart of Gold: Collector's Edition,melissa-k-and-the-heart-of-gold-collectors-edition,18/09/2014,,1,0,
NEP League DS,nep-league-ds,00/00/2007,,,,
Home,home,31/05/2012,ESRB-M,1,0,
Ar Tonelico 2: Melody of Metafalica,ar-tonelico-2-melody-of-metafalica,24/10/2007,,1,0,
Casper: Friends Around the World,casper-friends-around-the-world,15/12/2000,ESRB-E,,,
Jurassic Park III: Island Attack,jurassic-park-iii-island-attack,29/08/2001,ESRB-E,1,0,Jurrasic Park
My Fitness Coach 2: Exercise and Nutrition,my-fitness-coach-2-exercise-and-nutrition,04/01/2010,ESRB-E,,,
Ringling Bros. and Barnum & Bailey Circus,ringling-bros-and-barnum-amp-bailey-circus,00/00/2009,,,,
Star Trek: Legacy,star-trek-legacy,04/12/2006,ESRB-E10,1,1,Star Trek
GameBoy Wars,gameboy-wars,20/06/1991,,,,
MotoGP 15,motogp-15,22/06/2015,ESRB-E,1,1,
Amplitude,amplitude,23/03/2003,ESRB-T,1,1,
Syndicate,syndicate,00/00/2012,,,,
AirForce Delta Storm,airforce-delta-storm,14/11/2001,ESRB-E,1,0,
Conception II: Children of the Seven Stars,conception-ii-children-of-the-seven-stars,21/08/2013,ESRB-M,1,0,
Fear Effect 2: Retro Helix,fear-effect-2-retro-helix,20/02/2001,ESRB-M,1,0,
Contrast,contrast,31/05/2013,ESRB-T,1,0,
Mushroom Men: The Spore Wars,mushroom-men-the-spore-wars,01/12/2008,ESRB-E10,1,1,
Doctor Who: Return to Earth,doctor-who-return-to-earth,11/11/2010,PEGI-3,1,0,Doctor Who
Chocobo no Fushigi Dungeon for WonderSwan,chocobo-no-fushigi-dungeon-for-wonderswan,00/00/1999,,,,
International Superstar Soccer 2000 (JP weekly sales),international-superstar-soccer-2000-jp-weekly-sales,00/00/2000,,,,
Klonoa: Door to Phantomile,klonoa-door-to-phantomile,10/12/1997,ESRB-E,1,0,
Vietcong: Purple Haze,vietcong-purple-haze,28/01/2004,ESRB-T,1,1,
Atari Anniversary Advance,atari-anniversary-advance,00/00/2002,,,,
Summer Athletics: The Ultimate Challenge,summer-athletics-the-ultimate-challenge,00/00/2008,,,,
Creeper World 3: Arc Eternal,creeper-world-3-arc-eternal,26/03/2014,,1,0,
Hatsune Miku and Future Stars: Project Mirai,hatsune-miku-and-future-stars-project-mirai,07/03/2012,,1,0,
Digimon Story Cyber Sleuth,digimon-story-cyber-sleuth,01/02/2016,ESRB-T,1,0,
Peggle Nights,peggle-nights,02/09/2008,ESRB-E,1,0,
TalkMan (Japan),talkman-japan,00/00/2005,,,,
Big Hero 6: Battle in the Bay,big-hero-6-battle-in-the-bay,27/10/2014,ESRB-E10,,,
Bloody Roar: Primal Fury,bloody-roar-primal-fury,17/03/2002,ESRB-T,1,1,
Mega Man Soccer,mega-man-soccer,16/02/1994,,1,1,Mega Man
Call Of Juarez,call-of-juarez,06/09/2006,PEGI-18,1,1,
Backbreaker,backbreaker,28/09/2009,ESRB-E,1,1,
Deus Ex: The Fall,deus-ex-the-fall,09/07/2013,PEGI-18,1,0,
The Elder Scrolls IV: Shivering Isles,the-elder-scrolls-iv-shivering-isles,25/03/2007,ESRB-M,1,0,
Rio,rio,00/00/2011,,,,
Rabbids Party Collection,rabbids-party-collection,00/00/2010,,,,
Pokemon I Choose You / Squirtle Squad Game Boy Advance Video,pokmon-i-choose-you,00/00/2004,,,,
Vampire Savior: The Lord of Vampire,vampire-savior-the-lord-of-vampire,00/00/1998,,,,
Space Run,space-run,00/00/2014,,,,
Super Robot Wars UX,super-robot-wars-ux,13/03/2013,,1,0,
Lovely Planet,lovely-planet,30/07/2014,ESRB-E10,1,0,
Uncompromising Trash,uncompromising-trash,10/02/2017,,1,0,
Test Drive Off-Road Wide Open,test-drive-off-road-wide-open,20/08/2001,ESRB-E,1,1,
Adorables,adorables,29/03/2016,,1,1,
RollerCoaster Tycoon World,rollercoaster-tycoon-world,15/11/2016,ESRB-E,1,0,
Sing4: The Hits Edition,sing4-the-hits-edition,00/00/2011,,,,
Necropolis,necropolis,11/07/2016,ESRB-T,1,1,
Multiwinia,multiwinia,00/00/2008,,,,
IonBall 2: Ionstorm,ionball-2-ionstorm,05/06/2014,,1,0,
Battle Commander: Hachibushu Shura no Heihou,battle-commander-hachibushu-shura-no-heihou,28/01/1992,,,,
Senran Kagura 2: Deep Crimson,senran-kagura-2-deep-crimson,06/08/2014,,1,0,
Jampack Vol. 1,jampack-vol-1,00/00/1997,,,,
Bomber Crew,bomber-crew,18/10/2017,ESRB-E10,1,0,
Mega Man X: Command Mission,mega-man-x-command-mission,28/07/2004,ESRB-E,1,0,Mega Man
Tokyo Xtreme Racer Drift,tokyo-xtreme-racer-drift,26/02/2003,ESRB-E,,,
Moon,moon,12/02/2009,ESRB-T,1,0,
Call Of Duty: Modern Warfare Trilogy,call-of-duty-modern-warfare-trilogy,00/00/2016,,,,
Mobile Suit Gundam: Extreme Vs Force,mobile-suit-gundam-extreme-vs-force,22/12/2015,,1,1,
Sumikko Gurashi: Koko ga Ochitsukundesu,sumikko-gurashi-koko-ga-ochitsukundesu,00/00/2014,,,,
Defender's Quest,defenders-quest,00/00/1999,,,,
Metal Gear Ac!d 2,metal-gear-acd-2,00/00/2006,,,,
Gokujou Parodius,gokujou-parodius,00/00/1994,,,,
A.C.E.: Another Century's Episode 2,ace-another-centurys-episode-2,00/00/2006,,,,
Krater,krater,00/00/2012,,,,
World of Outlaws: Sprint Cars,world-of-outlaws-sprint-cars,08/02/2010,ESRB-E,1,1,
Soulcalibur Legends,soulcalibur-legends,19/11/2007,ESRB-T,1,1,
Zup!,zup,03/10/2016,,1,0,
Machine Made: Rebirth,machine-made-rebirth,18/07/2016,,1,0,
Trinity Universe,trinity-universe,30/09/2009,ESRB-T,1,0,
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,soccer-tsuku-tokudai-gou-j-league-pro-soccer-club-o-tsukurou,00/00/2000,,,,
The Adventures of Cookie & Cream,the-adventures-of-cookie-amp-cream,00/00/2001,,,,
Enemy Front,enemy-front,09/06/2014,ESRB-M,1,1,
Hatsune Miku: Project Diva X,hatsune-miku-project-diva-x,23/03/2016,ESRB-T,1,0,
Space Pirate Trainer,space-pirate-trainer,04/04/2016,,1,0,
F1 Challenge,f1-challenge,00/00/1996,,,,
Hellboy: The Science of Evil,hellboy-the-science-of-evil,23/06/2008,ESRB-T,1,1,Hellboy
Ringling Bros. and Barnum & Bailey: Circus Friends,ringling-bros-and-barnum-amp-bailey-circus-friends,00/00/2009,,,,
Shadow Madness,shadow-madness,01/07/1999,,,,
Zumba Fitness Rush,zumba-fitness-rush,12/03/2012,ESRB-E10,,,
Hyposphere,hyposphere,04/05/2016,,1,0,
Back to the Future: The Game,back-to-the-future-the-game,21/12/2010,ESRB-T,1,0,Back to the Future
Wanderlust: Rebirth,wanderlust-rebirth,04/06/2012,,1,1,
American Chopper 2: Full Throttle,american-chopper-2-full-throttle,16/11/2005,ESRB-T,1,0,American Chopper
Commandos 2: Men of Courage,commandos-2-men-of-courage,19/09/2001,ESRB-T,1,1,
Mega Man III,mega-man-iii,10/12/1992,ESRB-E,1,0,Mega Man
Yu-Gi-Oh! Legacy of the Duelist,yu-gi-oh-legacy-of-the-duelist,29/07/2015,ESRB-E10,1,1,
Pirates: Hunt for Blackbeard's Booty,pirates-hunt-for-blackbeards-booty,27/11/2008,ESRB-E,,,
Escape the Museum,escape-the-museum,31/03/2009,ESRB-E,1,0,
Otomedius Excellent,otomedius-excellent,20/04/2011,ESRB-T,1,1,
Atari Anniversary Edition Redux,atari-anniversary-edition-redux,31/01/2001,,,,
Splatterhouse,splatterhouse,22/11/2010,ESRB-M,1,0,
Fireblade,fireblade,16/07/2002,,,,
Cabela's Big Game Hunter: Hunting Party,cabelas-big-game-hunter-hunting-party,30/11/2011,,,,
Spakoyno: Back to the USSR 2.0,spakoyno-back-to-the-ussr-20,00/00/2018,,,,
Hello Kitty Birthday Adventures,hello-kitty-birthday-adventures,22/02/2010,ESRB-E,1,0,
Brunswick Circuit Pro Bowling,brunswick-circuit-pro-bowling,29/09/1998,ESRB-E,1,1,
Chuck E. Cheese's Party Games,chuck-e-cheeses-party-games,01/09/2010,ESRB-E,,,
Naruto Shippuden: Dragon Blade Chronicles,naruto-shippuden-dragon-blade-chronicles,25/11/2009,ESRB-E10,1,1,
Ball Breakers,ball-breakers,25/08/2000,ESRB-E,,,
MindJack,mindjack,17/01/2011,ESRB-M,1,1,
Mobile Suit Gundam Seed Destiny: Generation of C.E.,mobile-suit-gundam-seed-destiny-generation-of-ce,00/00/2005,,,,
12 Labours of Hercules II: The Cretan Bull,12-labours-of-hercules-ii-the-cretan-bull,04/06/2015,ESRB-E,1,0,
EyeToy: Groove,eyetoy-groove,20/05/2004,PEGI-3,,,
Lips: Party Classics,lips-party-classics,25/02/2010,PEGI-12,1,1,
Twisted Metal: Small Brawl,twisted-metal-small-brawl,25/11/2001,ESRB-T,1,1,Twisted Metal
Armored Core: Last Raven,armored-core-last-raven,03/08/2005,,1,1,
Full Auto 2: Battlelines,full-auto-2-battlelines,11/12/2006,ESRB-T,1,1,
DogFighter,dogfighter,30/04/2010,,1,1,
All Grown Up!: Express Yourself,all-grown-up-express-yourself,18/10/2004,ESRB-E,1,0,Rugrats
Cabela's Adventure Camp,cabelas-adventure-camp,00/00/2011,,,,
Monster 4x4: Stunt Racer,monster-4x4-stunt-racer,26/11/2009,ESRB-E,,,
Mad Games Tycoon,mad-games-tycoon,12/09/2016,,1,0,
K-1 World Grand Prix,k-1-world-grand-prix,08/08/2003,,,,
Kidou Senshi Gundam: Senjou No Kizuna Portable,kidou-senshi-gundam-senjou-no-kizuna-portable,00/00/2009,,,,
Super Robot Taisen A Portable,super-robot-taisen-a-portable,00/00/2008,,,,
Thea: The Awakening,thea-the-awakening,19/11/2015,ESRB-M,1,0,
Tales of Maj'Eyal,tales-of-majeyal,24/01/2013,,1,0,
Yu-Gi-Oh! Zexal Clash! Duel Carnival!,yu-gi-oh-zexal-clash-duel-carnival,00/00/2014,,,,
Gish,gish,09/05/2004,,1,1,
Virtua Tennis,virtua-tennis,30/12/1999,ESRB-E,1,1,
Biohazard: Revival Selection,biohazard-revival-selection,00/00/2011,,,,
SimCity Creator (JP sales),simcity-creator-jp-sales,00/00/2008,,,,
Tales of the Tempest,tales-of-the-tempest,25/10/2006,,,,
BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,08/10/2014,ESRB-T,1,1,
UFC: Sudden Impact,ufc-sudden-impact,00/00/2004,,,,
OneShot,oneshot,07/12/2016,,1,0,
NBA Hoopz,nba-hoopz,11/02/2001,ESRB-E,1,1,
Nancy Drew: The Hidden Staircase,nancy-drew-the-hidden-staircase,22/10/2008,,,,
Dragonia,dragonia,28/05/2017,,1,0,
Speedball 2100,speedball-2100,23/10/2000,ESRB-E,,,
Velvet Assassin,velvet-assassin,27/04/2009,ESRB-M,1,0,
Intrusion 2,intrusion-2,10/09/2012,,1,0,
EyePet & Friends,eyepet-amp-friends,00/00/2011,,,,
Lego Island 2: The Brickster's Revenge,lego-island-2-the-bricksters-revenge,29/03/2001,PEGI-3,1,0,LEGO
PuppyStory,puppystory,22/03/2017,,1,0,
Backyard Basketball,backyard-basketball,00/00/2004,ESRB-E,,,
Fancy Nancy: Tea Party Time!,fancy-nancy-tea-party-time,30/12/2010,ESRB-E,1,0,
Summon Night 4,summon-night-4,29/11/2006,,1,0,
Pro Yakyuu Spirits 5,pro-yakyuu-spirits-5,00/00/2008,,,,
Country Dance All Stars,country-dance-all-stars,01/02/2012,ESRB-E10,,,
NBA Starting Five,nba-starting-five,11/05/2002,,,,
The Suffering: Ties That Bind,the-suffering-ties-that-bind,25/09/2005,ESRB-M,1,0,
EyeToy: Kinetic,eyetoy-kinetic,21/12/2005,ESRB-E,,,
Project Spark,project-spark,06/10/2014,ESRB-E10,1,0,
Rapala Fishing Frenzy 2009,rapala-fishing-frenzy-2009,01/09/2008,ESRB-E,1,0,
Might & Magic Heroes VII,might-amp-magic-heroes-vii,00/00/2015,,,,
Super Duper Flying Genocide 2017,super-duper-flying-genocide-2017,28/12/2016,,1,0,
Demon Gaze,demon-gaze,23/01/2013,ESRB-T,1,0,
The Wild Thornberrys' Animal Adventures,the-wild-thornberrys-animal-adventures,17/10/2000,ESRB-E,1,0,
Medieval II: Total War - Kingdoms,medieval-ii-total-war-kingdoms,27/08/2007,ESRB-T,1,1,
Sega Bass Fishing Duel,sega-bass-fishing-duel,23/10/2017,,,,
Time and Eternity,time-and-eternity,10/10/2012,,,,
Petz: Horseshoe Ranch,petz-horseshoe-ranch,00/00/2009,,,,
Sports Illustrated for Kids: Baseball,sports-illustrated-for-kids-baseball,01/10/2001,,,,
Mark Davis Pro Bass Challenge,mark-davis-pro-bass-challenge,26/08/2003,ESRB-E,1,1,
Jewel Match,jewel-match,07/05/2014,,,,
Warriors of Might and Magic,warriors-of-might-and-magic,16/04/2001,ESRB-T,,,
Open Season,open-season,18/09/2006,ESRB-E10,1,1,Open Season
Street Fighter: The Movie,street-fighter-the-movie,10/08/1995,ESRB-T,1,1,
Intergalactic Bubbles,intergalactic-bubbles,28/05/2015,,1,0,
Race Pro,race-pro,16/02/2009,PEGI-7,1,1,
Axiom Verge,axiom-verge,30/03/2015,PEGI-12,1,0,
Stormrise,stormrise,23/03/2009,ESRB-M,1,1,
WordJong Party,wordjong-party,08/01/2009,ESRB-E,,,
Global Defence Force,global-defence-force,04/03/2007,,,,
Survivalist,survivalist,29/01/2015,,1,1,
uDraw Studio: Instant Artist,udraw-studio-instant-artist,14/11/2011,,,,
SaGa 2: Hihou Densetsu - Goddess of Destiny,saga-2-hihou-densetsu-goddess-of-destiny,16/09/2009,,1,1,
Smash Court Tennis Pro Tournament,smash-court-tennis-pro-tournament,19/04/2002,,,,
Super Robot Taisen L,super-robot-taisen-l,00/00/2010,,,,
Splatter - Zombie Apocalypse,splatter-zombie-apocalypse,00/00/2010,,,,
The Grim Adventures of Billy & Mandy,the-grim-adventures-of-billy-amp-mandy,00/00/2006,,,,
NBA Inside Drive 2004,nba-inside-drive-2004,17/12/2003,ESRB-E,,,
The King of Fighters '97,the-king-of-fighters-97,24/01/1997,ESRB-T,,,
Professional Fisherman's Tour: Northern Hemisphere,professional-fishermans-tour-northern-hemisphere,00/00/2007,,,,
Time Commando,time-commando,30/07/1996,ESRB-E10,1,0,
Backyard Sports Football: Rookie Rush,backyard-sports-football-rookie-rush,25/11/2010,,,,
Kekkaishi: Karasumori Ayakashi Kidan,kekkaishi-karasumori-ayakashi-kidan,00/00/2007,,,,
Gretzky NHL 2005,gretzky-nhl-2005,08/11/2004,ESRB-E,,,
Company of Heroes: Anthology,company-of-heroes-anthology,00/00/2009,,,,
Horrid Henry: Missions of Mischief,horrid-henry-missions-of-mischief,00/00/2010,,,,
Michael Jackson: The Experience 3D,michael-jackson-the-experience-3d,07/11/2011,,,,
Trauma Team,trauma-team,29/04/2010,ESRB-T,,,
Apotheon,apotheon,02/02/2015,ESRB-T,1,0,
Lost in Blue 3,lost-in-blue-3,19/12/2007,,,,
Rush: A Disney Pixar Adventure,rush-a-disney-pixar-adventure,19/03/2012,,1,1,
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,the-idolmster-shiny-festa---honey-sound,00/00/2012,,,,
ESPN Final Round Golf 2002,espn-final-round-golf-2002,20/03/2001,ESRB-E,1,1,
MDK2: Armageddon,mdk2-armageddon,25/04/2001,,,,
Exhibition Volume 02,exhibition-volume-02,00/00/2003,,,,
Katamari Damacy REROLL,katamari-damacy-reroll,06/12/2018,ESRB-E,1,1,
NHL 2K9,nhl-2k9,07/09/2008,ESRB-E,1,1,NHL
Disney's Atlantis: The Lost Empire,disneys-atlantis-the-lost-empire,00/00/2001,,,,
Power Pro-Kun Pocket,power-pro-kun-pocket,31/03/1999,,,,
Tamagotchi no Narikiri Challenge,tamagotchi-no-narikiri-challenge,00/00/2010,,1,0,
Space Battleship Yamato: Harukanaru Hoshi Iscandar,space-battleship-yamato-harukanaru-hoshi-iscandar,00/00/1999,,,,
Sound Novel Evolution 1: Otogirisou Sosei-Hen,sound-novel-evolution-1-otogirisou-sosei-hen,00/00/1999,,,,
Let's TAP,lets-tap,00/00/2009,,,,
Goblin Commander: Unleash the Horde,goblin-commander-unleash-the-horde,10/11/2003,ESRB-T,1,1,
MX World Tour Featuring Jamie Little,mx-world-tour-featuring-jamie-little,00/00/2005,,,,
Hello Kitty: Happy Party Pals,hello-kitty-happy-party-pals,10/10/2005,ESRB-E,1,0,Hello Kitty
Pursuit Force: Extreme Justice,pursuit-force-extreme-justice,06/12/2007,ESRB-T,1,1,
Broken Sword: Shadows of the Templars - The Director's Cut,broken-sword-shadows-of-the-templars-the-directors-cut,00/00/2009,,,,
We Sing UK Hits,we-sing-uk-hits,29/09/2011,PEGI-12,1,1,
World Destruction League: Thunder Tanks,world-destruction-league-thunder-tanks,08/01/2001,ESRB-E,,,
The Secret World,the-secret-world,02/07/2012,ESRB-M,1,1,
Backyard Baseball '10,backyard-baseball-10,24/03/2009,ESRB-E,,,
Professor Heinz Wolff's Gravity,professor-heinz-wolffs-gravity,00/00/2009,,,,
Moccasin,moccasin,20/02/2017,,1,0,
Jikkyou Powerful Pro Yakyuu 2014,jikkyou-powerful-pro-yakyuu-2014,00/00/2014,,,,
RoadKill,roadkill,12/10/2003,ESRB-M,1,1,
Hanjuku Eiyuu Tai 3D,hanjuku-eiyuu-tai-3d,00/00/2003,,,,
Renowned Explorers: International Society,renowned-explorers-international-society,01/09/2015,,1,0,
Super Robot Taisen Compact 2 Dai-1-Bu,super-robot-taisen-compact-2-dai-1-bu,00/00/2000,,,,
Ridge Racer Unbounded,ridge-racer-unbounded,26/03/2012,ESRB-T,1,1,
Darkwood,darkwood,16/08/2017,,1,0,
Tak: The Great Juju Challenge,tak-the-great-juju-challenge,18/09/2005,ESRB-E,1,0,
MotoGP 10/11,motogp-10,00/00/2011,,,,
Macross Ultimate Frontier,macross-ultimate-frontier,00/00/2009,,,,
Mercury Meltdown Revolution,mercury-meltdown-revolution,07/06/2007,ESRB-E,1,1,
Pyre,pyre,24/07/2017,ESRB-E10,1,1,
Top Spin 2,top-spin-2,02/08/2006,ESRB-E,1,1,
Hunter: The Reckoning: Redeemer,hunter-the-reckoning-redeemer,27/10/2003,ESRB-M,1,1,
Tokyo Xtreme Racer,tokyo-xtreme-racer,30/09/1999,ESRB-E,,,
Moon Hunters,moon-hunters,00/00/1999,,,,
Fighter Maker,fighter-maker,30/06/1999,ESRB-T,1,1,
Ar nosurge: Ode to an Unborn Star,ar-nosurge-ode-to-an-unborn-star,05/03/2014,PEGI-16,1,0,
The Butterfly Sign,the-butterfly-sign,12/12/2016,,1,0,
Thief: Deadly Shadows,thief-deadly-shadows,24/05/2004,ESRB-M,1,0,
NBA 09: The Inside,nba-09-the-inside,06/10/2008,ESRB-E,1,1,
So Many Cubes,so-many-cubes,05/10/2016,,1,1,
Dragon Ball GT: Game Boy Advance Video Volume 1,dragon-ball-gt-game-boy-advance-video-volume-1,00/00/2004,,,,
Final Fantasy XIV: Heavensward,final-fantasy-xiv-heavensward,22/06/2015,ESRB-T,0,1,
James Cameron's Dark Angel,james-camerons-dark-angel,00/00/2002,,,,
Mahjong Fight Club,mahjong-fight-club,00/00/2004,,,,
Luxor 3,luxor-3,29/10/2007,ESRB-E,1,0,
Bomberman 64: The Second Attack!,bomberman-64-the-second-attack,02/12/1999,ESRB-E,1,1,
Turok 3: Shadow of Oblivion,turok-3-shadow-of-oblivion,29/08/2000,ESRB-M,1,1,
World Driver Championship,world-driver-championship,30/05/1999,ESRB-E,1,1,
Final Fantasy XIV: Stormblood,final-fantasy-xiv-stormblood,19/06/2017,PEGI-16,0,1,
Codename: Kids Next Door: Game Boy Advance Video Volume 1,codename-kids-next-door-game-boy-advance-video-volume-1,00/00/2004,,,,
